date,_pm25,year,month,day,PM25,Date
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
4/30/2021,79.55930298,2021,4,30,22.34514475,4/30/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/1/2021,79.55930298,2021,5,1,22.34514475,5/1/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/2/2021,79.55930298,2021,5,2,22.34514475,5/2/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/3/2021,79.55930298,2021,5,3,22.34514475,5/3/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/4/2021,79.55930298,2021,5,4,22.34514475,5/4/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/5/2021,79.55930298,2021,5,5,22.34514475,5/5/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/6/2021,79.55930298,2021,5,6,22.34514475,5/6/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/7/2021,79.55930298,2021,5,7,22.34514475,5/7/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/8/2021,79.55930298,2021,5,8,22.34514475,5/8/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/9/2021,79.55930298,2021,5,9,22.34514475,5/9/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/10/2021,79.55930298,2021,5,10,22.34514475,5/10/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/11/2021,79.55930298,2021,5,11,22.34514475,5/11/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/12/2021,79.55930298,2021,5,12,22.34514475,5/12/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/13/2021,79.55930298,2021,5,13,22.34514475,5/13/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/14/2021,79.55930298,2021,5,14,22.34514475,5/14/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/15/2021,79.55930298,2021,5,15,22.34514475,5/15/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/16/2021,79.55930298,2021,5,16,22.34514475,5/16/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
5/17/2021,79.55930298,2021,5,17,22.34514475,5/17/2021
