date,_pm25,year,month,day,PM25,Date
9/10/2021,79.55930298,2021,9,10,22.34514475,9/10/2021
9/10/2021,79.55930298,2021,9,10,22.34514475,9/10/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/11/2021,79.55930298,2021,9,11,22.34514475,9/11/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/12/2021,79.55930298,2021,9,12,22.34514475,9/12/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/13/2021,79.55930298,2021,9,13,22.34514475,9/13/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/14/2021,79.55930298,2021,9,14,22.34514475,9/14/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/15/2021,79.55930298,2021,9,15,22.34514475,9/15/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/16/2021,79.55930298,2021,9,16,22.34514475,9/16/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/17/2021,79.55930298,2021,9,17,22.34514475,9/17/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/18/2021,79.55930298,2021,9,18,22.34514475,9/18/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/19/2021,79.55930298,2021,9,19,22.34514475,9/19/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/20/2021,79.55930298,2021,9,20,22.34514475,9/20/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/21/2021,79.55930298,2021,9,21,22.34514475,9/21/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/22/2021,79.55930298,2021,9,22,22.34514475,9/22/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/23/2021,79.55930298,2021,9,23,22.34514475,9/23/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/24/2021,79.55930298,2021,9,24,22.34514475,9/24/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/25/2021,79.55930298,2021,9,25,22.34514475,9/25/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/26/2021,79.55930298,2021,9,26,22.34514475,9/26/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/27/2021,79.55930298,2021,9,27,22.34514475,9/27/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/28/2021,79.55930298,2021,9,28,22.34514475,9/28/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
9/29/2021,79.55930298,2021,9,29,22.34514475,9/29/2021
